"Type","Entries","Year","Value"
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2007",4152
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2007",2170
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2007",1200
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2007",12428
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2007",461
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2007",306
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2007",0
"CUKAI LANGSUNG/DIRECT TAX","Perseorangan/Individuals","2008",37741
"CUKAI LANGSUNG/DIRECT TAX","Syarikat-syarikat/Companies","2008",14966
"CUKAI LANGSUNG/DIRECT TAX","Petroleum/Petroleum","2008",24191
"CUKAI LANGSUNG/DIRECT TAX","Pegangan dan lain-lain/Withholding and others","2008",1577
"CUKAI LANGSUNG/DIRECT TAX","Duti Harta Pusaka/Estate Duty","2008",1
"CUKAI LANGSUNG/DIRECT TAX","Duti Setem/Stamp Duty","2008",3492
"CUKAI LANGSUNG/DIRECT TAX","RPGT/Real Property Gains Tax","2008",110
"CUKAI LANGSUNG/DIRECT TAX","Lain-lain/Others","2008",60
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksport/Export Duties","2008",2779
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Import dan Cukai Tokok","2008",2635
"CUKAI TAK LANGSUNG/INDIRECT TAX","Import Duties and Surtax","2008",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksais/Excise Duties","2008",10683
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Jualan/Sales Tax","2008",8374
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Perkhidmatan/Service Tax","2008",3345
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Barang dan Perkhidmatan/Goods and Services Tax","2008",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Lain-lain/Others","2008",2944
"Hasil Bukan Cukai/Non Tax Revenue","Dividen PETRONAS/PETRONAS Dividen","2008",30000
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2008",5908
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2008",2313
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2008",1500
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2008",6190
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2008",693
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2008",292
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2008",0
"CUKAI LANGSUNG/DIRECT TAX","Perseorangan/Individuals","2009",30199
"CUKAI LANGSUNG/DIRECT TAX","Syarikat-syarikat/Companies","2009",15590
"CUKAI LANGSUNG/DIRECT TAX","Petroleum/Petroleum","2009",27231
"CUKAI LANGSUNG/DIRECT TAX","Pegangan dan lain-lain/Withholding and others","2009",1897
"CUKAI LANGSUNG/DIRECT TAX","Duti Harta Pusaka/Estate Duty","2009",4
"CUKAI LANGSUNG/DIRECT TAX","Duti Setem/Stamp Duty","2009",3349
"CUKAI LANGSUNG/DIRECT TAX","RPGT/Real Property Gains Tax","2009",42
"CUKAI LANGSUNG/DIRECT TAX","Lain-lain/Others","2009",62
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksport/Export Duties","2009",1152
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Import dan Cukai Tokok","2009",2114
"CUKAI TAK LANGSUNG/INDIRECT TAX","Import Duties and Surtax","2009",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksais/Excise Duties","2009",10068
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Jualan/Sales Tax","2009",8603
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Perkhidmatan/Service Tax","2009",3344
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Barang dan Perkhidmatan/Goods and Services Tax","2009",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Lain-lain/Others","2009",2847
"Hasil Bukan Cukai/Non Tax Revenue","Dividen PETRONAS/PETRONAS Dividen","2009",30000
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2009",4805
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2009",2367
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2009",1500
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2009",12117
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2009",1068
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2009",278
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2009",0
"CUKAI LANGSUNG/DIRECT TAX","Perseorangan/Individuals","2010",36266
"CUKAI LANGSUNG/DIRECT TAX","Syarikat-syarikat/Companies","2010",17805
"CUKAI LANGSUNG/DIRECT TAX","Petroleum/Petroleum","2010",18713
"CUKAI LANGSUNG/DIRECT TAX","Pegangan dan lain-lain/Withholding and others","2010",1667
"CUKAI LANGSUNG/DIRECT TAX","Duti Harta Pusaka/Estate Duty","2010",1
"CUKAI LANGSUNG/DIRECT TAX","Duti Setem/Stamp Duty","2010",4192
"CUKAI LANGSUNG/DIRECT TAX","RPGT/Real Property Gains Tax","2010",303
"CUKAI LANGSUNG/DIRECT TAX","Lain-lain/Others","2010",62
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksport/Export Duties","2010",1810
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Import dan Cukai Tokok","2010",1966
"CUKAI TAK LANGSUNG/INDIRECT TAX","Import Duties and Surtax","2010",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksais/Excise Duties","2010",11770
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Jualan/Sales Tax","2010",8171
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Perkhidmatan/Service Tax","2010",3926
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Barang dan Perkhidmatan/Goods and Services Tax","2010",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Lain-lain/Others","2010",2863
"Hasil Bukan Cukai/Non Tax Revenue","Dividen PETRONAS/PETRONAS Dividen","2010",30000
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2010",4855
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2010",2550
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2010",2000
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2010",9462
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2010",793
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2010",477
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2010",0
"CUKAI LANGSUNG/DIRECT TAX","Perseorangan/Individuals","2011",46888
"CUKAI LANGSUNG/DIRECT TAX","Syarikat-syarikat/Companies","2011",20203
"CUKAI LANGSUNG/DIRECT TAX","Petroleum/Petroleum","2011",27748
"CUKAI LANGSUNG/DIRECT TAX","Pegangan dan lain-lain/Withholding and others","2011",1893
"CUKAI LANGSUNG/DIRECT TAX","Duti Harta Pusaka/Estate Duty","2011",1
"CUKAI LANGSUNG/DIRECT TAX","Duti Setem/Stamp Duty","2011",4929
"CUKAI LANGSUNG/DIRECT TAX","RPGT/Real Property Gains Tax","2011",509
"CUKAI LANGSUNG/DIRECT TAX","Lain-lain/Others","2011",70
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksport/Export Duties","2011",2081
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Import dan Cukai Tokok","2011",2026
"CUKAI TAK LANGSUNG/INDIRECT TAX","Import Duties and Surtax","2011",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksais/Excise Duties","2011",11517
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Jualan/Sales Tax","2011",8577
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Perkhidmatan/Service Tax","2011",4982
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Barang dan Perkhidmatan/Goods and Services Tax","2011",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Lain-lain/Others","2011",3460
"Hasil Bukan Cukai/Non Tax Revenue","Dividen PETRONAS/PETRONAS Dividen","2011",30000
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2011",5148
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2011",2755
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2011",2000
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2011",9521
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2011",544
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2011",567
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2011",0
"CUKAI LANGSUNG/DIRECT TAX","Perseorangan/Individuals","2012",51288
"CUKAI LANGSUNG/DIRECT TAX","Syarikat-syarikat/Companies","2012",22977
"CUKAI LANGSUNG/DIRECT TAX","Petroleum/Petroleum","2012",33934
"CUKAI LANGSUNG/DIRECT TAX","Pegangan dan lain-lain/Withholding and others","2012",2463
"CUKAI LANGSUNG/DIRECT TAX","Duti Harta Pusaka/Estate Duty","2012",2
"CUKAI LANGSUNG/DIRECT TAX","Duti Setem/Stamp Duty","2012",5595
"CUKAI LANGSUNG/DIRECT TAX","RPGT/Real Property Gains Tax","2012",608
"CUKAI LANGSUNG/DIRECT TAX","Lain-lain/Others","2012",71
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksport/Export Duties","2012",1968
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Import dan Cukai Tokok","2012",2282
"CUKAI TAK LANGSUNG/INDIRECT TAX","Import Duties and Surtax","2012",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksais/Excise Duties","2012",12187
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Jualan/Sales Tax","2012",9496
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Perkhidmatan/Service Tax","2012",5583
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Barang dan Perkhidmatan/Goods and Services Tax","2012",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Lain-lain/Others","2012",3190
"Hasil Bukan Cukai/Non Tax Revenue","Dividen PETRONAS/PETRONAS Dividen","2012",26260
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2012",6423
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2012",2893
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2012",2000
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2012",17332
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2012",877
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2012",483
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2012",0
"CUKAI LANGSUNG/DIRECT TAX","Perseorangan/Individuals","2014",24423
"CUKAI LANGSUNG/DIRECT TAX","Syarikat-syarikat/Companies","2014",65240
"CUKAI LANGSUNG/DIRECT TAX","Petroleum/Petroleum","2014",26956
"CUKAI LANGSUNG/DIRECT TAX","Pegangan dan lain-lain/Withholding and others","2014",2377
"CUKAI LANGSUNG/DIRECT TAX","Duti Harta Pusaka/Estate Duty","2014",2
"CUKAI LANGSUNG/DIRECT TAX","Duti Setem/Stamp Duty","2014",6458
"CUKAI LANGSUNG/DIRECT TAX","RPGT/Real Property Gains Tax","2014",1210
"CUKAI LANGSUNG/DIRECT TAX","Lain-lain/Others","2014",77
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksport/Export Duties","2014",1893
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Import dan Cukai Tokok","2014",2670
"CUKAI TAK LANGSUNG/INDIRECT TAX","Import Duties and Surtax","2014",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksais/Excise Duties","2014",12925
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Jualan/Sales Tax","2014",10939
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Perkhidmatan/Service Tax","2014",6278
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Barang dan Perkhidmatan/Goods and Services Tax","2014",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Lain-lain/Others","2014",2758
"Hasil Bukan Cukai/Non Tax Revenue","Dividen PETRONAS/PETRONAS Dividen","2014",29000
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2014",6532
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2014",2532
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2014",1500
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2014",14335
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2014",1667
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2014",855
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2014",0
"CUKAI LANGSUNG/DIRECT TAX","Perseorangan/Individuals","2015",26321
"CUKAI LANGSUNG/DIRECT TAX","Syarikat-syarikat/Companies","2015",63679
"CUKAI LANGSUNG/DIRECT TAX","Petroleum/Petroleum","2015",11559
"CUKAI LANGSUNG/DIRECT TAX","Pegangan dan lain-lain/Withholding and others","2015",2426
"CUKAI LANGSUNG/DIRECT TAX","Duti Harta Pusaka/Estate Duty","2015",1
"CUKAI LANGSUNG/DIRECT TAX","Duti Setem/Stamp Duty","2015",5974
"CUKAI LANGSUNG/DIRECT TAX","RPGT/Real Property Gains Tax","2015",1729
"CUKAI LANGSUNG/DIRECT TAX","Lain-lain/Others","2015",81
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksport/Export Duties","2015",1039
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Import dan Cukai Tokok","2015",2732
"CUKAI TAK LANGSUNG/INDIRECT TAX","Import Duties and Surtax","2015",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksais/Excise Duties","2015",11890
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Jualan/Sales Tax","2015",5223
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Perkhidmatan/Service Tax","2015",3038
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Barang dan Perkhidmatan/Goods and Services Tax","2015",27012
"CUKAI TAK LANGSUNG/INDIRECT TAX","Lain-lain/Others","2015",2736
"Hasil Bukan Cukai/Non Tax Revenue","Dividen PETRONAS/PETRONAS Dividen","2015",26000
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2015",5142
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2015",2630
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2015",3000
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2015",14695
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2015",1290
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2015",892
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2015",0
"CUKAI LANGSUNG/DIRECT TAX","Perseorangan/Individuals","2016",27566
"CUKAI LANGSUNG/DIRECT TAX","Syarikat-syarikat/Companies","2016",63625
"CUKAI LANGSUNG/DIRECT TAX","Petroleum/Petroleum","2016",8422
"CUKAI LANGSUNG/DIRECT TAX","Pegangan dan lain-lain/Withholding and others","2016",2695
"CUKAI LANGSUNG/DIRECT TAX","Duti Harta Pusaka/Estate Duty","2016",2
"CUKAI LANGSUNG/DIRECT TAX","Duti Setem/Stamp Duty","2016",5688
"CUKAI LANGSUNG/DIRECT TAX","RPGT/Real Property Gains Tax","2016",1492
"CUKAI LANGSUNG/DIRECT TAX","Lain-lain/Others","2016",118
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksport/Export Duties","2016",980
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Import dan Cukai Tokok","2016",2905
"CUKAI TAK LANGSUNG/INDIRECT TAX","Import Duties and Surtax","2016",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksais/Excise Duties","2016",11705
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Jualan/Sales Tax","2016",103
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Perkhidmatan/Service Tax","2016",103
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Barang dan Perkhidmatan/Goods and Services Tax","2016",41206
"CUKAI TAK LANGSUNG/INDIRECT TAX","Lain-lain/Others","2016",2733
"Hasil Bukan Cukai/Non Tax Revenue","Dividen PETRONAS/PETRONAS Dividen","2016",16000
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2016",3661
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2016",2714
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2016",3000
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2016",14631
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2016",2113
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2016",958
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2016",0
"CUKAI LANGSUNG/DIRECT TAX","Perseorangan/Individuals","2017",29853
"CUKAI LANGSUNG/DIRECT TAX","Syarikat-syarikat/Companies","2017",69193
"CUKAI LANGSUNG/DIRECT TAX","Petroleum/Petroleum","2017",10637
"CUKAI LANGSUNG/DIRECT TAX","Pegangan dan lain-lain/Withholding and others","2017",2690
"CUKAI LANGSUNG/DIRECT TAX","Duti Harta Pusaka/Estate Duty","2017",0
"CUKAI LANGSUNG/DIRECT TAX","Duti Setem/Stamp Duty","2017",6440
"CUKAI LANGSUNG/DIRECT TAX","RPGT/Real Property Gains Tax","2017",1846
"CUKAI LANGSUNG/DIRECT TAX","Lain-lain/Others","2017",80
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksport/Export Duties","2017",731
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Import dan Cukai Tokok","2017",3008
"CUKAI TAK LANGSUNG/INDIRECT TAX","Import Duties and Surtax","2017",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Duti Eksais/Excise Duties","2017",13111
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Jualan/Sales Tax","2017",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Perkhidmatan/Service Tax","2017",0
"CUKAI TAK LANGSUNG/INDIRECT TAX","Cukai Barang dan Perkhidmatan/Goods and Services Tax","2017",40000
"CUKAI TAK LANGSUNG/INDIRECT TAX","Lain-lain/Others","2017",2991
"Hasil Bukan Cukai/Non Tax Revenue","Dividen PETRONAS/PETRONAS Dividen","2017",13000
"Hasil Bukan Cukai/Non Tax Revenue","Royalti Petroleum & Gas/Petroleum Royalty & Gas","2017",3712
"Hasil Bukan Cukai/Non Tax Revenue","Lesen Kenderaan Bermotor dan Cukai Jalan/Motor Vehicle Licence and Roadtax","2017",2724
"Hasil Bukan Cukai/Non Tax Revenue","Dividen Bank Negara/Bank Negara Dividen","2017",2000
"Hasil Bukan Cukai/Non Tax Revenue","Lain-lain/Others","2017",15391
"Penerimaan Bukan Hasil/Non-Revenue"," Terimaan Bukan  Hasil/Non-Revenue Receipts","2017",1372
"Penerimaan Bukan Hasil/Non-Revenue"," Hasil Wilayah Persekutuan","2017",947
"Penerimaan Bukan Hasil/Non-Revenue"," Revenue from Federal Territories","2017",0
